句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
368,负,恐惧,7,呛了好几口水，快要晕过去,0.75,-0.75,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
369,正,关爱,7,摆出姿势，舔理,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
370,正,关爱,7,仔细，认真,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
371,正,依赖,7,使劲往怀里拱,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
372,正,满足,6,蒸干了，蓬蓬松松,0.625,0.625,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
373,正,满足,6,惬惬意意打盹,0.625,0.625,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
374,正,关爱,7,不嫌累，不嫌麻烦,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
375,正,关爱,7,依依不舍，离开,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
376,正,偏爱,8,另眼相看，毫无保留,0.875,0.875,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
377,正,满足,6,吃在白桃花嘴里，乐在独眼姨妈心里,0.625,0.625,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
378,正,关爱,7,寸步不离，欣赏,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
379,正,勇敢,8,蹿到，撑起保护伞,0.875,0.875,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
380,正,幸运,7,安然无恙，独眼姨妈,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
381,中,无情绪,5,年幼无知，愤愤不平,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
382,正,理解,7,明白，专宠，母爱,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
383,正,敬佩,7,寄托，浓烈,0.75,0.75,1.0,Grat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
384,正,信任,7,相信，不会藏着掖着,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
385,负,愤怒,8,逼迫，太过分,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
386,正,责任感,7,看不下去，阻止,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
387,负,愤怒,7,用额头抵撞，冲破阻拦,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
388,正,乐观,6,摆脱，平息,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
389,负,饥饿,8,肚子里内容少，匀了两口,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
390,负,惊讶,7,梦游症患者，独自跑到山野,0.75,-0.75,2.0,Surp,0.0821852731591449,0.37458432304038,0.543230403800475,B05
391,负,疑惑,6,梦游，哪里去找猎物,0.625,-0.625,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
392,负,疑惑,6,梦游，没发现,0.625,-0.625,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
393,负,紧张,7,胆子放大，不再蹑手蹑脚,0.75,-0.75,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
394,负,怀疑,7,是不是想偷窃剩下的半条熊腿,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
395,负,愤怒,8,直奔，立刻开始刨雪,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
396,负,愤怒,8,迫不及待，就像飞泻出一道雪的瀑布,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
397,负,贪婪,8,急不可耐想啃食,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
398,负,愤怒,8,顶撞挤对，推搡开去,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
399,负,恐惧,7,吓了一跳，定睛一看,0.75,-0.75,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
400,负,乞求,7,乞求饶恕，诉说困境,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
401,正,宽容,6,没想把白桃花怎么样，包庇,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
402,正,责任感,6,把雪窝重新掩盖好,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
403,负,贪婪,8,撞开，继续挖掘,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
404,负,贪婪,8,没有中止犯罪的意思,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
405,负,贪婪,8,要求睁只眼闭只眼,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
406,负,贪婪,8,偷盗进行到底,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
407,负,愤怒,8,阻止白桃花挖掘,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
408,负,乞求,8,恳求，乞求,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
409,负,犹豫,7,瞒天过海，保证不让其他母野狗晓得,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
410,负,担心,7,骗过母野狗的鼻子和眼睛,0.75,-0.75,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
411,负,愤怒,8,查出，严惩偷盗者,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
412,正,责任感,7,重新掩埋雪窝,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
413,负,愤怒,8,恫吓，偷窃不成用武力抢夺,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
414,负,自信,7,不可能真的暴力抢夺,0.75,-0.75,2.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
415,负,自信,7,体力上不占有优势，代表正义,0.75,-0.75,2.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
416,负,愤怒,7,不敢动粗，悻悻地哀嚎,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
417,负,愤怒,7,怨恨的眼光投射,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
418,正,责任感,7,撞倒一只雪兔或遇到一只老鼠,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
419,负,担忧,7,产生新的矛盾,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
420,中,无情绪,5,那天，又发现一个奇怪的现象,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
421,中,无情绪,5,发现，白桃花也不见了踪影,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
422,中,无情绪,5,独眼姨妈与灰肚皮在给幼犬喂食,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
423,负,愤怒,7,汪汪，愤怒地叫嚣,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
424,中,无情绪,5,睁开惺忪的睡眼，打哈欠,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
425,负,愧疚,7,愧疚的表情，舔舔月朦胧的额头,0.75,-0.75,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
426,负,愤怒,8,汹汹咆哮，大声指责,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
427,中,无情绪,5,毕竟没造成严重恶果,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
428,负,疑惑,7,怎么可能听不到呢？,0.75,-0.75,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
429,负,疑惑,7,不可能一次也不醒过来,0.75,-0.75,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
430,负,疑惑,7,阴阳差错，苏醒的时候正是小家伙停止喊叫的时候,0.75,-0.75,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
431,正,理解,7,不该这么怀疑自己妹妹的,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
432,正,肯定,7,肯定会毫不犹豫去相救的,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
433,负,担忧,8,加深彼此间的不信任，关系越来越僵,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
434,正,坚定,7,是睡着了，碰巧没能听到,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
435,负,愤怒,8,奸笑，佯装睡着了,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
436,负,愤怒,8,想吃狗肉，还想吃豹肉,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
437,中,无情绪,5,红桃心小组对付雄雪豹，白桃花小组对付雌雪豹,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
438,负,紧张,8,越来越近，接近土丘,0.875,-0.875,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
439,负,紧张,8,危险逼近，保持安静,0.875,-0.875,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
440,负,紧张,8,紧急报警式的吠叫,0.875,-0.875,2.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
441,负,愤怒,8,置如罔闻，并未改变方向,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
442,负,愤怒,8,忘了这个土丘上藏着六只幼犬,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
443,负,愤怒,8,晕头转向，失去方向感,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
444,负,愤怒,9,有意而为之，故意要把灾祸引到幼犬身上,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
445,负,愤怒,8,有很明确的方向感,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
446,负,愤怒,9,要把幼犬送上西天,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
447,负,愤怒,8,蓄意要谋害,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
448,负,愤怒,8,登高能力远不如猫科动物,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
449,负,愤怒,8,纵身一跃，蹿上土丘,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
450,负,羞愧,7,讪讪靠拢来，舔吻幼犬,0.75,-0.75,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
451,负,愤怒,8,气不打一处来，撞落下去,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
452,负,愤怒,9,假惺惺，彻底看穿了,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
453,负,愤怒,8,恩断义绝，恶魔,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
454,负,愤怒,8,坏事也是好事,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
455,负,失望,7,再也不对白桃花抱什么幻想了,0.75,-0.75,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
456,负,失望,7,想得太天真了,0.75,-0.75,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
457,负,愤怒,8,佯装睡着，想让月朦胧葬身冰窖,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
458,负,愤怒,8,用心何其毒也,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
459,负,愤怒,9,千方百计寻找机会进行谋害和暗算,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
460,正,决心,7,没必要再有什么道德上和感情上的顾虑,0.75,0.75,1.0,Hop,0.0821852731591449,0.37458432304038,0.543230403800475,B05
461,负,愤怒,7,来而不往非礼也,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
462,负,愤怒,8,不仁我不义,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
463,正,决心,8,动用首领的权威与族群的法律,0.875,0.875,1.0,Hop,0.0821852731591449,0.37458432304038,0.543230403800475,B05
464,负,愤怒,8,非法生养，挤占了有限的食物资源,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
465,正,决心,7,恢复正常的生活秩序,0.75,0.75,1.0,Hop,0.0821852731591449,0.37458432304038,0.543230403800475,B05
466,负,愤怒,8,姐妹亲情荡然无存,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
467,负,愤怒,8,白桃花恐怕早就采取断然措施了,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
468,正,正义,8,合法合情合理,0.875,0.875,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
469,正,计划,7,行动计划是这样的,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
470,正,决心,8,乘虚而入，闪电般的速度咬断,0.875,0.875,1.0,Hop,0.0821852731591449,0.37458432304038,0.543230403800475,B05
471,正,自信,7,咬杀它们如同咬杀一窝鸡,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
472,正,自信,7,一口一只排好队咬过去,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
473,负,愤怒,8,悲痛欲绝，暴跳如雷,0.875,-0.875,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
474,正,自信,7,不会输给白桃花的,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
475,正,乐观,6,少了白桃花，也能捕捉猎物,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
476,正,乐观,6,很快会从悲痛中解脱出来,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
477,正,乐观,6,接受幼犬殒殁这一严酷现实,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
478,正,乐观,7,白桃花成为太阳雨第二,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
479,负,失望,7,七条成年母野狗分成两伙,0.75,-0.75,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
480,正,乐观,7,独眼姨妈和灰肚皮会转而来照顾,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
481,中,无情绪,5,站在蚯蚓状岩缝口，凝望天边,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
482,正,决心,7,只要跨出蚯蚓状岩缝，就采取行动,0.75,0.75,1.0,Hop,0.0821852731591449,0.37458432304038,0.543230403800475,B05
483,负,绝望,8,不可能逃脱了,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
484,负,绝望,8,逃跑，行不通的,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
485,负,恐惧,9,健壮威猛，奔跑速度绝对超过野狗,1.0,-1.0,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
486,正,肯定,7,肯定会铤而走险去引开猎人和猎狗,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
487,正,母爱,8,舍得一身剐，要把危险引开去,0.875,0.875,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
488,正,勇敢,8,果断地甩了一下尾巴，溜下山谷,0.875,0.875,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
489,正,责任感,7,理应站出来，帮助白桃花渡过难关,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
490,正,责任感,7,也会殃及其他母野狗和幼犬,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
491,负,担忧,8,不幸被猎狗追上，或者被猎枪击中,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
492,负,担忧,8,可能会像采蘑菇那样将它们捉将起来,0.875,-0.875,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
493,正,乐观,7,创造了有利条件，从容不迫地完成,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
494,正,乐观,7,比在白桃花眼鼻底下制造杀幼惨案要好得多,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
495,中,无情绪,5,闪出白桃花的身影，位置在猎人和猎狗的背后,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
496,正,乐观,6,初步达到目的，注意力被吸引到相反方向,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
497,负,挑衅,7,肆无忌惮地挑衅,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
498,负,恐惧,8,像箭一般冲向白桃花,0.875,-0.875,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
499,负,恐惧,8,扭头仓皇逃窜,0.875,-0.875,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
500,正,矛盾,8,关注白桃花的命运，再考虑那窝幼犬的问题,0.875,0.875,1.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
501,中,无情绪,5,沿着弯弯曲曲的羊肠小径，疾奔而去,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
502,正,理解,7,想利用蜘蛛岩复杂的地形，逃脱追捕,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
503,负,恐惧,8,紧盯着白桃花不放,0.875,-0.875,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
504,正,聪明,7,充分利用熟悉地形的优势,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
505,负,绝望,8,怎么也甩不掉,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
506,负,绝望,8,彼此的距离也越缩越短,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
507,负,绝望,9,再这样下去，被擒获只是时间问题,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
508,正,矛盾,8,既想让白桃花成功甩脱，又希望白桃花魂归西天,0.875,0.875,1.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
509,正,矛盾,8,作为首领，痛恨天敌；作为母亲，排斥妨碍幼犬生存的因素,0.875,0.875,1.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
510,负,恐惧,9,眼露杀机，气势磅礴；目光惊骇，失魂落魄,1.0,-1.0,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
511,负,绝望,8,踩到薄冰上，滑了一跤,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
512,负,恐惧,9,腾空跃起，以泰山压顶之势扑向白桃花,1.0,-1.0,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
513,负,绝望,8,无法躲闪，迎战大黄狗,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
514,正,矛盾,8,纵身一跃，就能准确落到大黄狗身上,0.875,0.875,1.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
515,负,愤怒,7,决不会去帮白桃花的,0.75,-0.75,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
516,负,绝望,8,骑在白桃花身上，无法翻身,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
517,负,绝望,8,拼命踢蹬，无法踢蹬开去,0.875,-0.875,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
518,负,绝望,9,鲜血溢出，没了还手之力,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
519,负,绝望,9,愈战愈勇，几次三番险些插进白桃花的颈窝,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
520,负,绝望,9,生命已进入倒计时，到了读秒阶段,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
521,负,幸灾乐祸,7,红桃心想，要不了几秒钟，大黄狗就会...,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
522,负,幸灾乐祸,7,猎人有了收获，喜气洋洋把家还,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
523,负,幸灾乐祸,7,那窝幼犬，很快就会追随白桃花踏上黄泉路,0.75,-0.75,2.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
524,正,庆幸,6,与它无关，用不着受良心的谴责,0.625,0.625,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
525,负,绝望,9,哀哀嚎着，徒劳地挣扎，渐渐气微力衰,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
526,负,绝望,9,狗嘴已触碰到白桃花突兀的喉管,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
527,负,恐惧,9,死神已在白桃花耳畔狞笑,1.0,-1.0,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
528,负,绝望,9,嘣嚓，传来喉管断裂的脆响,1.0,-1.0,2.0,Disap,0.0821852731591449,0.37458432304038,0.543230403800475,B05
529,正,勇敢,9,顺势张开嘴在大黄狗脊背上狠狠啃了一口,1.0,1.0,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
530,正,庆幸,8,白桃花得救了，从死亡线上拉了回来,0.875,0.875,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
531,正,庆幸,7,选择了趁机逃窜,0.75,0.75,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
532,正,友好,6,摇动尾巴，表示愧疚和歉意,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
533,正,理解,7,读懂白桃花甩动尾巴的意思,0.75,0.75,1.0,Tru,0.0821852731591449,0.37458432304038,0.543230403800475,B05
534,中,无情绪,5,不在意白桃花谢不谢的,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
535,正,矛盾,8,仍在思考值不值得这么做,0.875,0.875,1.0,Anx,0.0821852731591449,0.37458432304038,0.543230403800475,B05
536,负,自责,7,违心去救白桃花的,0.75,-0.75,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
537,负,自责,7,亲手将六只亲生幼犬往火坑里推,0.75,-0.75,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
538,负,自责,7,并非本意,0.75,-0.75,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
539,正,感动,7,别开生面的求和方式感动了,0.75,0.75,1.0,Grat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
540,正,真诚,8,蜥蜴似的爬到红桃心身边，露出颈窝,0.875,0.875,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
541,正,宽容,7,原谅对方所做的糊涂事,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
542,正,真诚,7,情绪很激动，舔吻脚爪,0.75,0.75,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
543,正,真诚,7,不怕脏不怕臭，舔得热烈而又专注,0.75,0.75,1.0,Sat,0.0821852731591449,0.37458432304038,0.543230403800475,B05
544,正,友好,8,温柔地用嘴吻钩起白桃花的下巴,0.875,0.875,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
545,正,羞愧,7,泪眼蒙眬，羞愧难当,0.75,0.75,1.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
546,正,反思,6,金无足赤，狗无完狗，哪条野狗不犯错误,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
547,正,反思,6,扪心自问，也产生过杀戮的想法,0.625,0.625,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
548,中,无情绪,5,白桃花不是好妹妹，我也不是好姐姐,0.5,0.0,0.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
549,正,反思,7,同胞相残，手足相残，冤冤相报何时了,0.75,0.75,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
550,正,和解,8,身体紧紧贴在一起，脖颈纠缠，脸颊摩挲,0.875,0.875,1.0,,0.0821852731591449,0.37458432304038,0.543230403800475,B05
551,负,惊讶,8,不可能，肯定是自己脑袋犯了迷糊,0.875,-0.875,2.0,Surp,0.0821852731591449,0.37458432304038,0.543230403800475,B05
552,负,惊讶,8,确确实实是那只该死的大黄狗,0.875,-0.875,2.0,Surp,0.0821852731591449,0.37458432304038,0.543230403800475,B05
553,负,恐惧,8,产生两个应对方案，拼个你死我活或转身奔逃,0.875,-0.875,2.0,Fear,0.0821852731591449,0.37458432304038,0.543230403800475,B05
554,负,惊讶,8,扭头看是什么东西在撞它，什么也没看到,0.875,-0.875,2.0,Surp,0.0821852731591449,0.37458432304038,0.543230403800475,B05
555,负,愤怒,9,恍然大悟，是白桃花将它撞了个趔趄,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
556,负,愤怒,9,夺路逃走了，只有一两秒钟的差距,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
557,负,愤怒,9,可以从容容逃之夭夭，却被大黄狗追得无处逃生,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
558,负,愤怒,9,最恨的还不是大黄狗，而是恨白桃花,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
559,负,愤怒,9,多可恶的白桃花啊，几分钟前还平趴在它面前,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
560,负,愤怒,9,当灾祸降临，白桃花却毫不犹豫地夺路逃窜,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
561,负,愤怒,9,一定要想办法逃脱猎狗的追逐，活下去，惩罚白桃花,1.0,-1.0,2.0,Ang,0.0821852731591449,0.37458432304038,0.543230403800475,B05
562,负,自责,8,恨白桃花，也恨它自己,0.875,-0.875,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
563,负,自责,8,早点识破和看透白桃花虚伪的本质，就不会有现在的惹火烧身,0.875,-0.875,2.0,Sha,0.0821852731591449,0.37458432304038,0.543230403800475,B05
